mutation,org.apache.commons.lang3.builder.CompareToBuilderTest.[engine:junit-jupiter]/[class:org.apache.commons.lang3.builder.CompareToBuilderTest]/[method:testReflectionCompare()],org.apache.commons.lang3.builder.CompareToBuilderTest.[engine:junit-jupiter]/[class:org.apache.commons.lang3.builder.CompareToBuilderTest]/[method:testReflectionHierarchyCompare()],org.apache.commons.lang3.builder.CompareToBuilderTest.[engine:junit-jupiter]/[class:org.apache.commons.lang3.builder.CompareToBuilderTest]/[method:testReflectionCompareEx1()],org.apache.commons.lang3.builder.CompareToBuilderTest.[engine:junit-jupiter]/[class:org.apache.commons.lang3.builder.CompareToBuilderTest]/[method:testReflectionCompareEx2()],none,org.apache.commons.lang3.builder.CompareToBuilderTest.[engine:junit-jupiter]/[class:org.apache.commons.lang3.builder.CompareToBuilderTest]/[method:testBoolean()],org.apache.commons.lang3.builder.CompareToBuilderTest.[engine:junit-jupiter]/[class:org.apache.commons.lang3.builder.CompareToBuilderTest]/[method:testBooleanArray()],org.apache.commons.lang3.builder.CompareToBuilderTest.[engine:junit-jupiter]/[class:org.apache.commons.lang3.builder.CompareToBuilderTest]/[method:testByte()],org.apache.commons.lang3.builder.CompareToBuilderTest.[engine:junit-jupiter]/[class:org.apache.commons.lang3.builder.CompareToBuilderTest]/[method:testByteArray()],org.apache.commons.lang3.builder.CompareToBuilderTest.[engine:junit-jupiter]/[class:org.apache.commons.lang3.builder.CompareToBuilderTest]/[method:testChar()],org.apache.commons.lang3.builder.CompareToBuilderTest.[engine:junit-jupiter]/[class:org.apache.commons.lang3.builder.CompareToBuilderTest]/[method:testCharArray()],org.apache.commons.lang3.builder.CompareToBuilderTest.[engine:junit-jupiter]/[class:org.apache.commons.lang3.builder.CompareToBuilderTest]/[method:testDoubleArray()],org.apache.commons.lang3.builder.CompareToBuilderTest.[engine:junit-jupiter]/[class:org.apache.commons.lang3.builder.CompareToBuilderTest]/[method:testDouble()],org.apache.commons.lang3.builder.CompareToBuilderTest.[engine:junit-jupiter]/[class:org.apache.commons.lang3.builder.CompareToBuilderTest]/[method:testFloatArray()],org.apache.commons.lang3.builder.CompareToBuilderTest.[engine:junit-jupiter]/[class:org.apache.commons.lang3.builder.CompareToBuilderTest]/[method:testFloat()],org.apache.commons.lang3.builder.CompareToBuilderTest.[engine:junit-jupiter]/[class:org.apache.commons.lang3.builder.CompareToBuilderTest]/[method:testInt()],org.apache.commons.lang3.builder.CompareToBuilderTest.[engine:junit-jupiter]/[class:org.apache.commons.lang3.builder.CompareToBuilderTest]/[method:testIntArray()],org.apache.commons.lang3.builder.CompareToBuilderTest.[engine:junit-jupiter]/[class:org.apache.commons.lang3.builder.CompareToBuilderTest]/[method:testLong()],org.apache.commons.lang3.builder.CompareToBuilderTest.[engine:junit-jupiter]/[class:org.apache.commons.lang3.builder.CompareToBuilderTest]/[method:testLongArray()],org.apache.commons.lang3.builder.CompareToBuilderTest.[engine:junit-jupiter]/[class:org.apache.commons.lang3.builder.CompareToBuilderTest]/[method:testObject()],org.apache.commons.lang3.builder.CompareToBuilderTest.[engine:junit-jupiter]/[class:org.apache.commons.lang3.builder.CompareToBuilderTest]/[method:testObjectEx2()],org.apache.commons.lang3.builder.CompareToBuilderTest.[engine:junit-jupiter]/[class:org.apache.commons.lang3.builder.CompareToBuilderTest]/[method:testAppendSuper()],org.apache.commons.lang3.builder.CompareToBuilderTest.[engine:junit-jupiter]/[class:org.apache.commons.lang3.builder.CompareToBuilderTest]/[method:testObjectComparatorNull()],org.apache.commons.lang3.builder.CompareToBuilderTest.[engine:junit-jupiter]/[class:org.apache.commons.lang3.builder.CompareToBuilderTest]/[method:testLongArrayHiddenByObject()],org.apache.commons.lang3.builder.CompareToBuilderTest.[engine:junit-jupiter]/[class:org.apache.commons.lang3.builder.CompareToBuilderTest]/[method:testMixedArray()],org.apache.commons.lang3.builder.CompareToBuilderTest.[engine:junit-jupiter]/[class:org.apache.commons.lang3.builder.CompareToBuilderTest]/[method:testObjectArray()],org.apache.commons.lang3.builder.CompareToBuilderTest.[engine:junit-jupiter]/[class:org.apache.commons.lang3.builder.CompareToBuilderTest]/[method:testRaggedArray()],org.apache.commons.lang3.builder.CompareToBuilderTest.[engine:junit-jupiter]/[class:org.apache.commons.lang3.builder.CompareToBuilderTest]/[method:testShort()],org.apache.commons.lang3.builder.CompareToBuilderTest.[engine:junit-jupiter]/[class:org.apache.commons.lang3.builder.CompareToBuilderTest]/[method:testShortArray()],org.apache.commons.lang3.builder.CompareToBuilderTest.[engine:junit-jupiter]/[class:org.apache.commons.lang3.builder.CompareToBuilderTest]/[method:testByteArrayHiddenByObject()],org.apache.commons.lang3.builder.CompareToBuilderTest.[engine:junit-jupiter]/[class:org.apache.commons.lang3.builder.CompareToBuilderTest]/[method:testFloatArrayHiddenByObject()],org.apache.commons.lang3.builder.CompareToBuilderTest.[engine:junit-jupiter]/[class:org.apache.commons.lang3.builder.CompareToBuilderTest]/[method:testBooleanArrayHiddenByObject()],org.apache.commons.lang3.builder.CompareToBuilderTest.[engine:junit-jupiter]/[class:org.apache.commons.lang3.builder.CompareToBuilderTest]/[method:testObjectBuild()]
119|removed call to java/lang/reflect/AccessibleObject::setAccessible,KILLED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120|changed conditional boundary,KILLED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122|negated conditional,KILLED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123|negated conditional,KILLED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124|negated conditional,KILLED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125|negated conditional,KILLED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160|replaced int return with 0 for org/apache/commons/lang3/builder/CompareToBuilder::reflectionCompare,KILLED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192|replaced int return with 0 for org/apache/commons/lang3/builder/CompareToBuilder::reflectionCompare,,KILLED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234|negated conditional,,,KILLED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241|negated conditional,,,,KILLED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245|removed call to org/apache/commons/lang3/builder/CompareToBuilder::reflectionAppend,KILLED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246|negated conditional,,KILLED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248|removed call to org/apache/commons/lang3/builder/CompareToBuilder::reflectionAppend,,KILLED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250|replaced int return with 0 for org/apache/commons/lang3/builder/CompareToBuilder::reflectionCompare,KILLED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283|replaced int return with 0 for org/apache/commons/lang3/builder/CompareToBuilder::reflectionCompare,,,,,NO_COVERAGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316|replaced int return with 0 for org/apache/commons/lang3/builder/CompareToBuilder::reflectionCompare,,,,,NO_COVERAGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344|negated conditional,,,,,,KILLED,,,,,,,,,,,,,,,,,,,,,,,,,,,
345|replaced return value with null for org/apache/commons/lang3/builder/CompareToBuilder::append,,,,,NO_COVERAGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347|negated conditional,,,,,,KILLED,,,,,,,,,,,,,,,,,,,,,,,,,,,
348|replaced return value with null for org/apache/commons/lang3/builder/CompareToBuilder::append,,,,,,KILLED,,,,,,,,,,,,,,,,,,,,,,,,,,,
350|negated conditional,,,,,,KILLED,,,,,,,,,,,,,,,,,,,,,,,,,,,
355|replaced return value with null for org/apache/commons/lang3/builder/CompareToBuilder::append,,,,,,KILLED,,,,,,,,,,,,,,,,,,,,,,,,,,,
374|negated conditional,,,,,,,KILLED,,,,,,,,,,,,,,,,,,,,,,,,,,
375|replaced return value with null for org/apache/commons/lang3/builder/CompareToBuilder::append,,,,,NO_COVERAGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377|negated conditional,,,,,,,KILLED,,,,,,,,,,,,,,,,,,,,,,,,,,
378|replaced return value with null for org/apache/commons/lang3/builder/CompareToBuilder::append,,,,,,,KILLED,,,,,,,,,,,,,,,,,,,,,,,,,,
380|negated conditional,,,,,,,KILLED,,,,,,,,,,,,,,,,,,,,,,,,,,
382|replaced return value with null for org/apache/commons/lang3/builder/CompareToBuilder::append,,,,,,,KILLED,,,,,,,,,,,,,,,,,,,,,,,,,,
384|negated conditional,,,,,,,KILLED,,,,,,,,,,,,,,,,,,,,,,,,,,
386|replaced return value with null for org/apache/commons/lang3/builder/CompareToBuilder::append,,,,,,,KILLED,,,,,,,,,,,,,,,,,,,,,,,,,,
388|negated conditional,,,,,,,KILLED,,,,,,,,,,,,,,,,,,,,,,,,,,
389|changed conditional boundary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390|replaced return value with null for org/apache/commons/lang3/builder/CompareToBuilder::append,,,,,,,KILLED,,,,,,,,,,,,,,,,,,,,,,,,,,
392|changed conditional boundary,,,,,,,KILLED,,,,,,,,,,,,,,,,,,,,,,,,,,
395|replaced return value with null for org/apache/commons/lang3/builder/CompareToBuilder::append,,,,,,,KILLED,,,,,,,,,,,,,,,,,,,,,,,,,,
407|negated conditional,,,,,,,,KILLED,,,,,,,,,,,,,,,,,,,,,,,,,
408|replaced return value with null for org/apache/commons/lang3/builder/CompareToBuilder::append,,,,,NO_COVERAGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411|replaced return value with null for org/apache/commons/lang3/builder/CompareToBuilder::append,,,,,,,,KILLED,,,,,,,,,,,,,,,,,,,,,,,,,
430|negated conditional,,,,,,,,,KILLED,,,,,,,,,,,,,,,,,,,,,,,,
431|replaced return value with null for org/apache/commons/lang3/builder/CompareToBuilder::append,,,,,NO_COVERAGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433|negated conditional,,,,,,,,,KILLED,,,,,,,,,,,,,,,,,,,,,,,,
434|replaced return value with null for org/apache/commons/lang3/builder/CompareToBuilder::append,,,,,,,,,KILLED,,,,,,,,,,,,,,,,,,,,,,,,
436|negated conditional,,,,,,,,,KILLED,,,,,,,,,,,,,,,,,,,,,,,,
438|replaced return value with null for org/apache/commons/lang3/builder/CompareToBuilder::append,,,,,,,,,KILLED,,,,,,,,,,,,,,,,,,,,,,,,
440|negated conditional,,,,,,,,,KILLED,,,,,,,,,,,,,,,,,,,,,,,,
442|replaced return value with null for org/apache/commons/lang3/builder/CompareToBuilder::append,,,,,,,,,KILLED,,,,,,,,,,,,,,,,,,,,,,,,
444|negated conditional,,,,,,,,,KILLED,,,,,,,,,,,,,,,,,,,,,,,,
445|negated conditional,,,,,,,,,KILLED,,,,,,,,,,,,,,,,,,,,,,,,
446|replaced return value with null for org/apache/commons/lang3/builder/CompareToBuilder::append,,,,,,,,,KILLED,,,,,,,,,,,,,,,,,,,,,,,,
448|changed conditional boundary,,,,,,,,,KILLED,,,,,,,,,,,,,,,,,,,,,,,,
451|replaced return value with null for org/apache/commons/lang3/builder/CompareToBuilder::append,,,,,,,,,KILLED,,,,,,,,,,,,,,,,,,,,,,,,
463|negated conditional,,,,,,,,,,KILLED,,,,,,,,,,,,,,,,,,,,,,,
464|replaced return value with null for org/apache/commons/lang3/builder/CompareToBuilder::append,,,,,NO_COVERAGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467|replaced return value with null for org/apache/commons/lang3/builder/CompareToBuilder::append,,,,,,,,,,KILLED,,,,,,,,,,,,,,,,,,,,,,,
486|negated conditional,,,,,,,,,,,KILLED,,,,,,,,,,,,,,,,,,,,,,
487|replaced return value with null for org/apache/commons/lang3/builder/CompareToBuilder::append,,,,,NO_COVERAGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489|negated conditional,,,,,,,,,,,KILLED,,,,,,,,,,,,,,,,,,,,,,
490|replaced return value with null for org/apache/commons/lang3/builder/CompareToBuilder::append,,,,,,,,,,,KILLED,,,,,,,,,,,,,,,,,,,,,,
492|negated conditional,,,,,,,,,,,KILLED,,,,,,,,,,,,,,,,,,,,,,
494|replaced return value with null for org/apache/commons/lang3/builder/CompareToBuilder::append,,,,,,,,,,,KILLED,,,,,,,,,,,,,,,,,,,,,,
496|negated conditional,,,,,,,,,,,KILLED,,,,,,,,,,,,,,,,,,,,,,
498|replaced return value with null for org/apache/commons/lang3/builder/CompareToBuilder::append,,,,,,,,,,,KILLED,,,,,,,,,,,,,,,,,,,,,,
500|negated conditional,,,,,,,,,,,KILLED,,,,,,,,,,,,,,,,,,,,,,
501|changed conditional boundary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502|replaced return value with null for org/apache/commons/lang3/builder/CompareToBuilder::append,,,,,,,,,,,KILLED,,,,,,,,,,,,,,,,,,,,,,
504|negated conditional,,,,,,,,,,,KILLED,,,,,,,,,,,,,,,,,,,,,,
507|replaced return value with null for org/apache/commons/lang3/builder/CompareToBuilder::append,,,,,,,,,,,KILLED,,,,,,,,,,,,,,,,,,,,,,
524|negated conditional,,,,,,,,,,,,KILLED,,,,,,,,,,,,,,,,,,,,,
525|replaced return value with null for org/apache/commons/lang3/builder/CompareToBuilder::append,,,,,NO_COVERAGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528|replaced return value with null for org/apache/commons/lang3/builder/CompareToBuilder::append,,,,,,,,,,,,,KILLED,,,,,,,,,,,,,,,,,,,,
547|negated conditional,,,,,,,,,,,,KILLED,,,,,,,,,,,,,,,,,,,,,
548|replaced return value with null for org/apache/commons/lang3/builder/CompareToBuilder::append,,,,,NO_COVERAGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550|negated conditional,,,,,,,,,,,,KILLED,,,,,,,,,,,,,,,,,,,,,
551|replaced return value with null for org/apache/commons/lang3/builder/CompareToBuilder::append,,,,,,,,,,,,KILLED,,,,,,,,,,,,,,,,,,,,,
553|negated conditional,,,,,,,,,,,,KILLED,,,,,,,,,,,,,,,,,,,,,
555|replaced return value with null for org/apache/commons/lang3/builder/CompareToBuilder::append,,,,,,,,,,,,KILLED,,,,,,,,,,,,,,,,,,,,,
557|negated conditional,,,,,,,,,,,,KILLED,,,,,,,,,,,,,,,,,,,,,
559|replaced return value with null for org/apache/commons/lang3/builder/CompareToBuilder::append,,,,,,,,,,,,KILLED,,,,,,,,,,,,,,,,,,,,,
561|negated conditional,,,,,,,,,,,,KILLED,,,,,,,,,,,,,,,,,,,,,
562|negated conditional,,,,,,,,,,,,KILLED,,,,,,,,,,,,,,,,,,,,,
563|replaced return value with null for org/apache/commons/lang3/builder/CompareToBuilder::append,,,,,,,,,,,,KILLED,,,,,,,,,,,,,,,,,,,,,
565|negated conditional,,,,,,,,,,,,KILLED,,,,,,,,,,,,,,,,,,,,,
568|replaced return value with null for org/apache/commons/lang3/builder/CompareToBuilder::append,,,,,,,,,,,,KILLED,,,,,,,,,,,,,,,,,,,,,
585|negated conditional,,,,,,,,,,,,,,KILLED,,,,,,,,,,,,,,,,,,,
586|replaced return value with null for org/apache/commons/lang3/builder/CompareToBuilder::append,,,,,NO_COVERAGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
589|replaced return value with null for org/apache/commons/lang3/builder/CompareToBuilder::append,,,,,,,,,,,,,,,KILLED,,,,,,,,,,,,,,,,,,
608|negated conditional,,,,,,,,,,,,,,KILLED,,,,,,,,,,,,,,,,,,,
609|replaced return value with null for org/apache/commons/lang3/builder/CompareToBuilder::append,,,,,NO_COVERAGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611|negated conditional,,,,,,,,,,,,,,KILLED,,,,,,,,,,,,,,,,,,,
612|replaced return value with null for org/apache/commons/lang3/builder/CompareToBuilder::append,,,,,,,,,,,,,,KILLED,,,,,,,,,,,,,,,,,,,
614|negated conditional,,,,,,,,,,,,,,KILLED,,,,,,,,,,,,,,,,,,,
616|replaced return value with null for org/apache/commons/lang3/builder/CompareToBuilder::append,,,,,,,,,,,,,,KILLED,,,,,,,,,,,,,,,,,,,
618|negated conditional,,,,,,,,,,,,,,KILLED,,,,,,,,,,,,,,,,,,,
620|replaced return value with null for org/apache/commons/lang3/builder/CompareToBuilder::append,,,,,,,,,,,,,,KILLED,,,,,,,,,,,,,,,,,,,
622|negated conditional,,,,,,,,,,,,,,KILLED,,,,,,,,,,,,,,,,,,,
623|negated conditional,,,,,,,,,,,,,,KILLED,,,,,,,,,,,,,,,,,,,
624|replaced return value with null for org/apache/commons/lang3/builder/CompareToBuilder::append,,,,,,,,,,,,,,KILLED,,,,,,,,,,,,,,,,,,,
626|changed conditional boundary,,,,,,,,,,,,,,KILLED,,,,,,,,,,,,,,,,,,,
629|replaced return value with null for org/apache/commons/lang3/builder/CompareToBuilder::append,,,,,,,,,,,,,,KILLED,,,,,,,,,,,,,,,,,,,
641|negated conditional,,,,,,,,,,,,,,,,KILLED,,,,,,,,,,,,,,,,,
642|replaced return value with null for org/apache/commons/lang3/builder/CompareToBuilder::append,,,,,NO_COVERAGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
645|replaced return value with null for org/apache/commons/lang3/builder/CompareToBuilder::append,,,,,,,,,,,,,,,,KILLED,,,,,,,,,,,,,,,,,
664|negated conditional,,,,,,,,,,,,,,,,,KILLED,,,,,,,,,,,,,,,,
665|replaced return value with null for org/apache/commons/lang3/builder/CompareToBuilder::append,,,,,NO_COVERAGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
667|negated conditional,,,,,,,,,,,,,,,,,KILLED,,,,,,,,,,,,,,,,
668|replaced return value with null for org/apache/commons/lang3/builder/CompareToBuilder::append,,,,,,,,,,,,,,,,,KILLED,,,,,,,,,,,,,,,,
670|negated conditional,,,,,,,,,,,,,,,,,KILLED,,,,,,,,,,,,,,,,
672|replaced return value with null for org/apache/commons/lang3/builder/CompareToBuilder::append,,,,,,,,,,,,,,,,,KILLED,,,,,,,,,,,,,,,,
674|negated conditional,,,,,,,,,,,,,,,,,KILLED,,,,,,,,,,,,,,,,
676|replaced return value with null for org/apache/commons/lang3/builder/CompareToBuilder::append,,,,,,,,,,,,,,,,,KILLED,,,,,,,,,,,,,,,,
678|negated conditional,,,,,,,,,,,,,,,,,KILLED,,,,,,,,,,,,,,,,
679|negated conditional,,,,,,,,,,,,,,,,,KILLED,,,,,,,,,,,,,,,,
680|replaced return value with null for org/apache/commons/lang3/builder/CompareToBuilder::append,,,,,,,,,,,,,,,,,KILLED,,,,,,,,,,,,,,,,
682|changed conditional boundary,,,,,,,,,,,,,,,,,KILLED,,,,,,,,,,,,,,,,
685|replaced return value with null for org/apache/commons/lang3/builder/CompareToBuilder::append,,,,,,,,,,,,,,,,,KILLED,,,,,,,,,,,,,,,,
697|negated conditional,,,,,,,,,,,,,,,,,,KILLED,,,,,,,,,,,,,,,
698|replaced return value with null for org/apache/commons/lang3/builder/CompareToBuilder::append,,,,,NO_COVERAGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701|replaced return value with null for org/apache/commons/lang3/builder/CompareToBuilder::append,,,,,,,,,,,,,,,,,,KILLED,,,,,,,,,,,,,,,
720|negated conditional,,,,,,,,,,,,,,,,,,,KILLED,,,,,,,,,,,,,,
721|replaced return value with null for org/apache/commons/lang3/builder/CompareToBuilder::append,,,,,NO_COVERAGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
723|negated conditional,,,,,,,,,,,,,,,,,,,KILLED,,,,,,,,,,,,,,
724|replaced return value with null for org/apache/commons/lang3/builder/CompareToBuilder::append,,,,,,,,,,,,,,,,,,,KILLED,,,,,,,,,,,,,,
726|negated conditional,,,,,,,,,,,,,,,,,,,KILLED,,,,,,,,,,,,,,
728|replaced return value with null for org/apache/commons/lang3/builder/CompareToBuilder::append,,,,,,,,,,,,,,,,,,,KILLED,,,,,,,,,,,,,,
730|negated conditional,,,,,,,,,,,,,,,,,,,KILLED,,,,,,,,,,,,,,
732|replaced return value with null for org/apache/commons/lang3/builder/CompareToBuilder::append,,,,,,,,,,,,,,,,,,,KILLED,,,,,,,,,,,,,,
734|negated conditional,,,,,,,,,,,,,,,,,,,KILLED,,,,,,,,,,,,,,
735|changed conditional boundary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
736|replaced return value with null for org/apache/commons/lang3/builder/CompareToBuilder::append,,,,,,,,,,,,,,,,,,,KILLED,,,,,,,,,,,,,,
738|negated conditional,,,,,,,,,,,,,,,,,,,KILLED,,,,,,,,,,,,,,
741|replaced return value with null for org/apache/commons/lang3/builder/CompareToBuilder::append,,,,,,,,,,,,,,,,,,,KILLED,,,,,,,,,,,,,,
764|replaced return value with null for org/apache/commons/lang3/builder/CompareToBuilder::append,,,,,,,,,,,,,,,,,,,,KILLED,,,,,,,,,,,,,
793|negated conditional,,,,,,,,,,,,,,,,,,,,,KILLED,,,,,,,,,,,,
794|replaced return value with null for org/apache/commons/lang3/builder/CompareToBuilder::append,,,,,,,,,,,,,,,,,,,,,,KILLED,,,,,,,,,,,
796|negated conditional,,,,,,,,,,,,,,,,,,,,,KILLED,,,,,,,,,,,,
797|replaced return value with null for org/apache/commons/lang3/builder/CompareToBuilder::append,,,,,,,,,,,,,,,,,,,,,,,KILLED,,,,,,,,,,
799|negated conditional,,,,,,,,,,,,,,,,,,,,,KILLED,,,,,,,,,,,,
801|replaced return value with null for org/apache/commons/lang3/builder/CompareToBuilder::append,,,,,,,,,,,,,,,,,,,,,,,KILLED,,,,,,,,,,
803|negated conditional,,,,,,,,,,,,,,,,,,,,,KILLED,,,,,,,,,,,,
805|replaced return value with null for org/apache/commons/lang3/builder/CompareToBuilder::append,,,,,,,,,,,,,,,,,,,,,,,KILLED,,,,,,,,,,
807|negated conditional,,,,,,,,,,,,,,,,,,,,,,,KILLED,,,,,,,,,,
809|removed call to org/apache/commons/lang3/builder/CompareToBuilder::appendArray,,,,,,,,,,,,,,,,,,,,,,,,KILLED,,,,,,,,,
811|negated conditional,,,,,,,,,,,,,,,,,,,,,KILLED,,,,,,,,,,,,
820|replaced return value with null for org/apache/commons/lang3/builder/CompareToBuilder::append,,,,,,,,,,,,,,,,,,,,,,,KILLED,,,,,,,,,,
844|replaced return value with null for org/apache/commons/lang3/builder/CompareToBuilder::append,,,,,,,,,,,,,,,,,,,,,,,,,KILLED,,,,,,,,
871|negated conditional,,,,,,,,,,,,,,,,,,,,,,,,,KILLED,,,,,,,,
872|replaced return value with null for org/apache/commons/lang3/builder/CompareToBuilder::append,,,,,NO_COVERAGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
874|negated conditional,,,,,,,,,,,,,,,,,,,,,,,KILLED,,,,,,,,,,
875|replaced return value with null for org/apache/commons/lang3/builder/CompareToBuilder::append,,,,,,,,,,,,,,,,,,,,,,,KILLED,,,,,,,,,,
877|negated conditional,,,,,,,,,,,,,,,,,,,,,,,,,KILLED,,,,,,,,
879|replaced return value with null for org/apache/commons/lang3/builder/CompareToBuilder::append,,,,,,,,,,,,,,,,,,,,,,,,,,KILLED,,,,,,,
881|negated conditional,,,,,,,,,,,,,,,,,,,,,,,,,KILLED,,,,,,,,
883|replaced return value with null for org/apache/commons/lang3/builder/CompareToBuilder::append,,,,,,,,,,,,,,,,,,,,,,,,,,KILLED,,,,,,,
885|negated conditional,,,,,,,,,,,,,,,,,,,,,,,,,KILLED,,,,,,,,
886|negated conditional,,,,,,,,,,,,,,,,,,,,,,,,,,,KILLED,,,,,,
887|replaced return value with null for org/apache/commons/lang3/builder/CompareToBuilder::append,,,,,,,,,,,,,,,,,,,,,,,,,,,KILLED,,,,,,
889|changed conditional boundary,,,,,,,,,,,,,,,,,,,,,,,,,KILLED,,,,,,,,
892|replaced return value with null for org/apache/commons/lang3/builder/CompareToBuilder::append,,,,,,,,,,,,,,,,,,,,,,,,,KILLED,,,,,,,,
904|negated conditional,,,,,,,,,,,,,,,,,,,,,,,,,,,,KILLED,,,,,
905|replaced return value with null for org/apache/commons/lang3/builder/CompareToBuilder::append,,,,,NO_COVERAGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
908|replaced return value with null for org/apache/commons/lang3/builder/CompareToBuilder::append,,,,,,,,,,,,,,,,,,,,,,,,,,,,KILLED,,,,,
927|negated conditional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KILLED,,,,
928|replaced return value with null for org/apache/commons/lang3/builder/CompareToBuilder::append,,,,,NO_COVERAGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
930|negated conditional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KILLED,,,,
931|replaced return value with null for org/apache/commons/lang3/builder/CompareToBuilder::append,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KILLED,,,,
933|negated conditional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KILLED,,,,
935|replaced return value with null for org/apache/commons/lang3/builder/CompareToBuilder::append,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KILLED,,,,
937|negated conditional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KILLED,,,,
939|replaced return value with null for org/apache/commons/lang3/builder/CompareToBuilder::append,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KILLED,,,,
941|negated conditional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KILLED,,,,
942|negated conditional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KILLED,,,,
943|replaced return value with null for org/apache/commons/lang3/builder/CompareToBuilder::append,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KILLED,,,,
945|negated conditional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KILLED,,,,
948|replaced return value with null for org/apache/commons/lang3/builder/CompareToBuilder::append,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KILLED,,,,
955|negated conditional,,,,,,,,,,,,,,,,,,,,,,,,KILLED,,,,,,,,,
957|negated conditional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KILLED,,,
959|negated conditional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KILLED,,,
961|negated conditional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KILLED,,,
963|negated conditional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KILLED,,
965|negated conditional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KILLED,,
967|negated conditional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KILLED,,
969|negated conditional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KILLED,
987|negated conditional,,,,,,,,,,,,,,,,,,,,,,KILLED,,,,,,,,,,,
988|replaced return value with null for org/apache/commons/lang3/builder/CompareToBuilder::appendSuper,,,,,NO_COVERAGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991|replaced return value with null for org/apache/commons/lang3/builder/CompareToBuilder::appendSuper,,,,,,,,,,,,,,,,,,,,,,KILLED,,,,,,,,,,,
1006|replaced Integer return value with 0 for org/apache/commons/lang3/builder/CompareToBuilder::build,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KILLED
1019|replaced int return with 0 for org/apache/commons/lang3/builder/CompareToBuilder::toComparison,,,,,,KILLED,,,,,,,,,,,,,,,,,,,,,,,,,,,
